"Currency","Client","Properties","Emp ID","Site ID","Auth Date","System Batch No.","Merchant Batch No.","TPP Batch No.","Voyage Number","Merchant ID","PAYMENT_TYPE","Count","Tip","Amount","Notes","Note Type"
"USD","Taos Ski Valley","1250710","","0"," ","0","","0","","","AX","3"," ","977.79","0","0"
"USD","Taos Ski Valley","1250710","","0"," ","0","","0","","","MC","7"," ","1706.50","0","0"
"USD","Taos Ski Valley","1250710","","0"," ","0","","0","","","VI","23"," ","5897.97","0","0"
